# Undirected graph (each unordered pair of nodes is saved once): data/synthetic/gnm2.txt
# Nodes: 10000 Edges: 100000
# NodeId	NodeId
0	174
0	270
0	477
0	1983
0	2608
0	3720
0	3762
0	5052
0	5306
0	5433
0	5681
0	5969
0	7106
0	7227
0	7459
0	8000
0	9140
0	9494
0	9773
1	82
1	191
1	1150
1	1181
1	1876
1	1930
1	2957
1	3025
1	3338
1	4390
1	4531
1	4665
1	4949
1	5813
1	6081
1	6146
1	6515
1	6956
1	7057
1	7786
1	8057
1	8099
1	8221
1	9535
2	578
2	1372
2	2262
2	3404
2	3440
2	3561
2	4601
2	4773
2	4945
2	5268
2	5960
2	6304
2	6330
2	7957
2	9326
2	9712
3	203
3	352
3	653
3	850
3	1102
3	1141
3	1775
3	2580
3	2908
3	3144
3	5670
3	6676
3	6760
3	6854
3	7307
3	8558
3	8741
3	8994
3	9628
3	9733
4	770
4	1770
4	2557
4	2876
4	2973
4	3287
4	4095
4	6036
4	6178
4	6443
4	6696
4	6736
4	7425
4	7502
4	8059
5	484
5	1835
5	2331
5	2532
5	2766
5	3815
5	3922
5	4007
5	5219
5	5252
5	5258
5	5316
5	5341
5	5939
5	6231
5	6264
5	6511
5	6541
5	6714
5	7205
5	7361
5	7485
5	8045
5	8378
5	9262
5	9308
5	9395
6	141
6	546
6	1258
6	1976
6	2435
6	2538
6	4552
6	4890
6	5533
6	6344
6	6495
6	7232
6	7764
6	8098
6	8372
6	8505
6	8750
6	9599
6	9640
7	567
7	948
7	2428
7	2457
7	3265
7	3682
7	3980
7	5265
7	5556
7	6643
7	6692
7	6877
7	7873
7	8140
7	8344
7	8894
7	9365
7	9932
8	136
8	228
8	688
8	2209
8	2729
8	2941
8	3040
8	3122
8	3337
8	4622
8	5073
8	6214
8	6365
8	6872
8	6971
8	7619
8	8270
8	8830
9	336
9	347
9	360
9	2225
9	2645
9	3314
9	3661
9	4019
9	4294
9	4335
9	6104
9	6660
9	7048
9	7389
9	7453
9	7722
9	7846
9	8320
9	8359
9	8852
9	8988
9	9040
9	9293
9	9523
9	9528
9	9550
9	9738
10	995
10	2397
10	2799
10	2940
10	4509
10	4767
10	5186
10	5687
10	6279
10	6862
10	7101
10	7244
10	7709
10	7963
10	8338
10	8531
11	1098
11	1161
11	1754
11	1982
11	2691
11	2755
11	2938
11	2962
11	3628
11	4732
11	4828
11	5380
11	6186
11	6481
11	6563
11	6836
11	8226
12	458
12	1225
12	1232
12	1424
12	1477
12	1743
12	2096
12	2496
12	2498
12	3093
12	3300
12	3358
12	4077
12	4278
12	4547
12	5439
12	6251
12	7062
12	7670
12	7998
12	8174
12	8323
12	8899
12	9942
13	809
13	1110
13	1858
13	2502
13	2636
13	3199
13	3407
13	3627
13	3862
13	4884
13	5276
13	5816
13	6023
13	6523
13	7122
13	7427
13	8316
14	66
14	559
14	983
14	1447
14	2098
14	2206
14	2703
14	2721
14	2937
14	3781
14	3853
14	4494
14	4784
14	4845
14	5346
14	5722
14	6465
14	6596
14	6619
14	8633
14	8849
14	9432
14	9711
15	1075
15	1663
15	1865
15	2363
15	4228
15	4962
15	4974
15	4995
15	5639
15	5727
15	6510
15	8172
15	8228
15	8827
15	8947
15	9545
15	9770
15	9965
16	828
16	985
16	1803
16	3487
16	3508
16	3794
16	4031
16	6690
16	7955
16	7987
16	9315
16	9428
16	9632
17	1911
17	2025
17	2737
17	3211
17	3470
17	3529
17	3785
17	4314
17	4926
17	5620
17	6215
17	6587
17	6653
17	7548
17	7860
17	7915
17	7985
17	8066
17	8099
17	9273
17	9719
18	325
18	430
18	492
18	679
18	891
18	1364
18	1626
18	1834
18	3207
18	3523
18	3808
18	4136
18	5200
18	6117
18	6204
18	6561
18	7952
18	7957
18	8785
18	9612
18	9801
19	625
19	647
19	724
19	775
19	1101
19	1365
19	3305
19	4465
19	4930
19	5160
19	5463
19	5479
19	5693
19	6575
19	6794
19	9397
20	189
20	347
20	923
20	1370
20	1867
20	2165
20	2474
20	2882
20	4563
20	5434
20	5978
20	6148
20	6521
20	6533
20	7028
20	7181
20	7528
20	7730
20	8833
20	9414
20	9605
21	149
21	656
21	947
21	1309
21	1772
21	1906
21	2598
21	3171
21	3853
21	4055
21	4419
21	4475
21	4510
21	6470
21	6548
21	6627
21	6691
21	6893
21	7891
21	8637
21	9208
21	9276
21	9394
21	9565
21	9604
21	9843
21	9849
22	1199
22	1379
22	1752
22	2617
22	3030
22	3172
22	3211
22	3594
22	3716
22	4812
22	5063
22	5715
22	5898
22	6183
22	6655
22	6707
22	8912
22	8918
22	9130
22	9554
23	65
23	202
23	444
23	1115
23	1155
23	1632
23	2225
23	3040
23	4088
23	4667
23	4670
23	5257
23	6692
23	8472
23	9954
24	466
24	1680
24	2272
24	2343
24	3015
24	3102
24	3885
24	4494
24	4571
24	4646
24	4787
24	5127
24	5933
24	7227
24	9028
24	9059
24	9176
24	9711
24	9762
25	465
25	892
25	2346
25	2505
25	3865
25	4946
25	5707
25	6467
25	6604
25	6665
25	6799
25	6987
25	7476
25	8127
25	8244
25	9811
26	50
26	630
26	895
26	2287
26	2549
26	2704
26	2765
26	3449
26	4430
26	4656
26	4743
26	5625
26	6516
26	6532
26	6725
26	6765
26	8023
26	8893
27	95
27	611
27	820
27	2102
27	3125
27	3215
27	3332
27	3333
27	3652
27	3775
27	4806
27	4833
27	5213
27	5902
27	6458
27	7308
27	7352
27	7744
27	7968
27	8338
27	8422
27	8605
27	8634
27	8858
27	9086
27	9099
27	9514
27	9846
28	1887
28	2401
28	2571
28	2663
28	3260
28	3426
28	3592
28	3760
28	4272
28	4307
28	4806
28	6059
28	6685
28	6739
28	6830
28	6944
28	7179
28	7900
28	8071
28	8463
28	8486
28	8794
29	327
29	587
29	744
29	2259
29	2666
29	3827
29	4709
29	5252
29	5265
29	5501
29	5962
29	6283
29	8375
29	8379
29	8524
29	8571
29	8654
29	9425
29	9660
30	94
30	711
30	1441
30	1783
30	1814
30	2295
30	2354
30	3267
30	3485
30	3691
30	5676
30	6846
30	6905
30	6977
30	7788
30	8355
30	8709
30	8920
30	9927
31	809
31	1600
31	3199
31	3429
31	3866
31	5095
31	6180
31	6692
31	7522
31	8996
31	9096
32	1330
32	1722
32	2110
32	2968
32	3011
32	3288
32	3794
32	4182
32	4817
32	4828
32	5109
32	5425
32	5753
32	6680
32	6722
32	6918
32	7109
32	7815
32	8191
32	8505
32	8817
32	8974
32	9029
32	9735
33	742
33	1134
33	2536
33	2625
33	2718
33	3105
33	3322
33	3479
33	4141
33	4975
33	5021
33	6516
33	7362
33	7945
33	7958
33	9413
33	9445
33	9511
34	304
34	798
34	1016
34	1563
34	1790
34	2955
34	3085
34	3115
34	3140
34	3343
34	3410
34	3677
34	3811
34	3854
34	4085
34	4110
34	4348
34	4801
34	4972
34	5615
34	6119
34	6192
34	7421
34	7479
34	7616
34	9869
34	9956
35	215
35	252
35	538
35	945
35	1238
35	1295
35	1422
35	1581
35	1922
35	2985
35	3121
35	3133
35	3143
35	3328
35	4510
35	6444
35	6456
35	8483
35	8907
35	9040
35	9491
35	9741
35	9802
36	1151
36	1161
36	1394
36	1687
36	1938
36	1954
36	2407
36	3021
36	5606
36	6690
36	9737
37	306
37	1004
37	1189
37	1985
37	2300
37	3653
37	4357
37	4392
37	5090
37	5377
37	5523
37	6915
37	7186
37	7344
37	7842
37	8073
37	8694
37	9014
37	9346
37	9873
38	103
38	577
38	791
38	1412
38	1486
38	1862
38	2247
38	2272
38	2657
38	2960
38	3438
38	3780
38	4626
38	4838
38	5664
38	6008
38	6178
38	6247
38	6409
38	6482
38	6982
38	7531
38	7543
38	8198
38	8238
38	8487
38	9045
39	256
39	902
39	1313
39	1582
39	1615
39	3146
39	3235
39	3473
39	3985
39	4467
39	4969
39	5914
39	6190
39	6221
39	6276
39	6338
39	6535
39	6852
39	7125
39	7743
39	7974
39	8194
39	8220
39	8274
39	8389
39	8580
39	8958
40	126
40	359
40	936
40	1636
40	1935
40	2104
40	2571
40	4473
40	4501
40	5074
40	6483
40	6608
40	6899
40	7389
40	7846
40	8169
40	8206
40	8214
40	8248
40	8597
40	8882
40	8997
40	9113
40	9268
40	9858
40	9993
41	442
41	1508
41	2469
41	2478
41	2671
41	3869
41	4057
41	4740
41	4755
41	5466
41	5617
41	6775
41	6894
41	7049
41	7498
41	7641
41	8172
41	8207
41	8959
41	9001
41	9098
41	9238
41	9571
42	1144
42	1580
42	1623
42	1790
42	2504
42	2616
42	2766
42	3124
42	3427
42	3795
42	3854
42	4227
42	5248
42	5322
42	5372
42	5380
42	5991
42	6025
42	6231
42	7281
42	7784
42	8011
42	9194
43	519
43	604
43	808
43	1382
43	1557
43	1702
43	1821
43	2584
43	3836
43	4043
43	4256
43	4282
43	5735
43	5985
43	7492
43	7611
43	7848
43	8064
43	9143
43	9339
43	9383
43	9460
44	1036
44	1445
44	2836
44	3190
44	3456
44	3611
44	4749
44	4875
44	4994
44	5226
44	5262
44	5530
44	6152
44	6698
44	6749
44	7605
44	7691
44	7978
44	8443
44	9656
44	9778
45	164
45	891
45	1250
45	2401
45	2427
45	2630
45	3487
45	4204
45	5281
45	5507
45	6205
45	6889
45	7203
45	7355
45	7520
45	8241
45	8325
45	8758
45	9078
45	9791
46	1231
46	1763
46	1987
46	3046
46	3687
46	4559
46	4721
46	4806
46	5838
46	6401
46	6600
46	8244
46	8289
46	8847
46	9995
47	877
47	920
47	945
47	1402
47	1739
47	2070
47	2529
47	2678
47	3542
47	3903
47	4252
47	4653
47	4860
47	4883
47	6503
47	7018
47	7263
47	7839
47	8673
47	8773
47	8911
47	9334
47	9467
47	9787
48	801
48	976
48	1246
48	1718
48	2005
48	2888
48	3148
48	3449
48	4156
48	4249
48	4890
48	6024
48	6035
48	6136
48	6620
48	7362
48	7740
48	8518
48	8760
48	9286
48	9742
48	9889
49	97
49	517
49	658
49	1704
49	2076
49	2346
49	2521
49	2797
49	4007
49	4230
49	4655
49	4751
49	5536
49	6870
49	7158
49	8065
49	8177
49	8384
49	8534
49	8605
49	8814
49	9461
50	1877
50	1891
50	2410
50	2539
50	2740
50	2873
50	2983
50	3194
50	3265
50	3764
50	4366
50	4683
50	6850
50	7377
50	7981
50	8644
50	8930
50	9709
51	935
51	1362
51	1476
51	1871
51	2662
51	3187
51	4276
51	4736
51	5000
51	5041
51	5093
51	5605
51	6077
51	7381
51	7544
51	7888
51	8496
51	8510
51	8533
51	8749
51	8982
51	9814
52	266
52	745
52	927
52	1829
52	2597
