# Undirected graph (each unordered pair of nodes is saved once): data/synthetic/powerlaw0.txt
# Nodes: 1000 Edges: 1214
# NodeId	NodeId
0	1
0	2
0	4
0	5
0	6
0	7
0	8
0	11
0	13
0	14
0	16
0	20
0	23
0	29
0	30
0	31
0	37
0	38
0	49
0	54
0	55
0	56
0	57
0	63
0	68
0	74
0	82
0	93
0	94
0	101
0	109
0	121
0	144
0	157
0	160
0	172
0	186
0	206
0	248
0	267
0	271
0	297
0	304
0	306
0	330
0	349
0	352
0	356
0	411
0	419
0	430
0	432
0	453
0	455
0	574
0	677
1	2
1	3
1	4
1	6
1	7
1	11
1	12
1	13
1	15
1	25
1	26
1	28
1	30
1	33
1	35
1	36
1	38
1	47
1	50
1	52
1	65
1	72
1	85
1	89
1	93
1	113
1	124
1	129
1	140
1	145
1	161
1	164
1	170
1	192
1	198
1	206
1	207
1	316
1	317
1	329
1	333
1	376
1	448
1	449
1	593
1	681
1	712
1	748
1	783
1	922
2	5
2	6
2	9
2	10
2	11
2	16
2	17
2	20
2	21
2	23
2	33
2	46
2	52
2	78
2	85
2	88
2	90
2	94
2	105
2	121
2	141
2	161
2	195
2	217
2	235
2	263
2	270
2	280
2	449
2	468
2	543
2	567
2	598
2	880
2	936
3	4
3	5
3	9
3	10
3	11
3	18
3	19
3	23
3	24
3	30
3	34
3	38
3	39
3	42
3	68
3	73
3	76
3	80
3	83
3	92
3	94
3	137
3	141
3	166
3	200
3	211
3	238
3	272
3	300
3	303
3	307
3	349
3	421
3	553
3	949
4	5
4	7
4	10
4	14
4	18
4	22
4	23
4	35
4	36
4	49
4	55
4	60
4	72
4	105
4	127
4	147
4	148
4	151
4	155
4	177
4	209
4	308
4	312
4	332
4	379
4	384
4	436
4	454
4	491
4	510
4	534
4	629
5	7
5	12
5	19
5	21
5	24
5	28
5	30
5	44
5	47
5	66
5	76
5	102
5	119
5	142
5	191
5	198
5	309
5	316
5	432
5	434
5	458
5	484
5	494
5	722
5	777
6	10
6	15
6	22
6	35
6	48
6	79
6	80
6	91
6	99
6	103
6	104
6	169
6	184
6	241
6	244
6	273
6	297
6	344
6	358
6	429
6	462
6	742
6	764
7	9
7	10
7	11
7	13
7	18
7	26
7	33
7	50
7	56
7	59
7	97
7	109
7	132
7	169
7	227
7	232
7	442
7	469
7	822
8	15
8	17
8	19
8	20
8	21
8	22
8	31
8	41
8	58
8	62
8	71
8	82
8	104
8	107
8	111
8	115
8	263
8	290
8	330
8	406
8	414
8	898
9	10
9	12
9	15
9	19
9	21
9	41
9	46
9	57
9	69
9	108
9	116
9	247
9	345
9	423
9	518
9	530
9	569
9	638
9	773
10	14
10	15
10	45
10	61
10	140
10	158
10	255
10	262
10	280
10	291
10	418
10	451
10	602
11	18
11	19
11	35
11	43
11	51
11	59
11	123
11	180
11	185
11	255
11	335
11	368
11	774
11	944
12	20
12	25
12	26
12	49
12	67
12	91
12	111
12	203
12	237
12	285
12	588
12	766
12	845
12	967
13	22
13	48
13	102
13	142
13	143
13	191
13	246
13	359
13	416
13	471
13	479
13	562
13	627
13	891
14	43
14	44
14	118
14	125
14	141
14	184
14	314
14	339
14	365
14	407
14	577
14	806
14	916
15	25
15	26
15	48
15	54
15	63
15	131
15	161
15	519
15	643
15	877
16	20
16	26
16	28
16	31
16	44
16	78
16	84
16	90
16	265
16	333
16	502
16	603
16	648
17	41
17	47
17	48
17	60
17	65
17	156
17	162
17	276
17	283
17	341
17	412
17	415
18	31
18	61
18	122
18	149
18	247
18	391
18	509
18	849
18	900
18	986
19	24
19	32
19	86
19	111
19	249
19	291
19	354
19	473
19	635
20	134
20	150
20	166
20	170
20	175
20	207
20	350
20	526
21	45
21	65
21	79
21	103
21	279
21	422
21	631
21	885
21	908
22	51
22	132
22	311
22	559
22	671
22	767
22	782
22	931
23	29
23	51
23	63
23	137
23	499
23	528
23	568
24	36
24	124
24	178
24	252
24	270
24	289
24	623
24	912
25	26
25	31
25	84
25	137
25	296
25	319
25	415
26	27
26	149
26	194
26	208
27	128
27	177
27	205
27	266
27	386
27	396
27	459
27	867
27	937
28	54
28	62
28	70
28	154
28	472
28	600
28	972
29	41
29	136
29	146
29	327
29	387
29	454
29	587
29	705
30	32
30	94
30	547
30	706
30	720
31	32
31	55
31	75
31	624
32	43
32	116
32	157
32	215
32	367
32	811
33	133
33	138
33	310
33	343
33	804
33	812
34	41
34	61
34	133
34	259
34	420
34	445
34	691
34	762
35	79
35	187
35	463
35	610
35	810
36	131
36	258
36	318
36	940
36	965
37	39
37	44
37	69
37	89
37	93
37	97
37	637
38	50
38	68
38	75
38	127
38	618
39	58
39	80
39	103
39	154
39	164
39	460
40	50
40	89
40	443
40	465
40	586
40	650
40	886
40	981
41	154
41	179
41	938
42	69
42	78
42	97
42	391
42	440
42	480
42	626
43	102
43	177
43	516
43	846
44	283
44	369
44	676
45	107
45	220
45	653
45	701
45	771
46	125
46	338
46	373
46	446
46	779
47	240
47	345
47	540
47	874
48	53
48	319
48	463
49	71
49	122
49	162
49	952
50	130
50	337
50	343
51	181
51	240
51	962
52	92
52	153
52	228
52	406
53	70
53	117
53	435
53	793
53	861
54	84
54	452
54	682
55	64
55	275
55	583
56	110
56	114
56	126
56	181
57	195
57	366
57	410
57	433
58	59
58	74
58	175
58	659
59	138
59	363
59	988
60	83
60	152
60	769
60	974
61	117
61	182
62	508
62	525
62	578
63	81
63	126
64	106
64	118
64	622
64	707
65	95
65	163
66	190
66	196
66	360
66	566
67	134
67	179
67	213
67	250
68	579
68	983
69	146
69	851
70	251
70	365
70	442
71	77
71	114
71	188
72	91
72	150
72	689
73	160
73	199
73	457
73	666
74	145
74	202
74	482
75	107
75	445
75	993
76	484
76	527
76	733
77	200
77	299
77	329
77	609
78	418
78	617
79	273
79	361
80	194
80	799
81	176
81	461
81	552
81	840
82	241
82	295
82	754
83	292
83	515
84	102
85	156
85	405
86	168
86	331
86	404
87	242
87	323
87	848
87	852
88	99
88	207
88	808
89	289
90	459
90	685
91	362
92	123
92	192
93	428
95	203
95	362
95	448
96	170
96	311
96	698
96	956
97	765
98	226
98	409
98	417
98	801
99	492
99	675
100	104
100	120
100	190
100	213
101	409
101	545
101	933
103	410
104	557
105	126
105	312
106	110
106	223
106	500
107	272
108	178
108	655
108	702
109	189
109	370
110	257
110	340
111	382
112	210
112	279
112	376
112	768
113	153
113	284
113	640
114	490
114	704
115	278
115	447
115	942
116	225
116	477
117	153
117	411
118	436
118	824
119	328
119	360
120	166
120	371
121	425
122	830
123	450
124	816
125	457
127	751
128	210
128	460
129	173
129	202
130	155
130	310
131	408
132	953
133	254
134	277
135	243
135	269
135	378
136	265
136	894
138	854
139	267
139	402
139	539
140	465
142	726
143	199
143	446
144	301
144	697
145	437
146	456
147	184
147	652
148	238
148	425
149	717
150	256
151	412
151	826
152	377
152	475
155	318
156	713
157	820
158	183
158	337
159	183
159	322
159	805
160	790
162	325
163	275
163	408
164	828
165	309
165	483
