# Undirected graph (each unordered pair of nodes is saved once): data/synthetic/powerlaw_small0.txt
# Nodes: 100 Edges: 140
# NodeId	NodeId
0	1
0	2
0	3
0	4
0	5
0	7
0	8
0	9
0	11
0	12
0	15
0	16
0	17
0	18
0	19
0	23
0	24
0	33
0	34
0	37
0	38
0	39
0	42
0	43
0	49
0	52
0	65
0	74
0	98
1	2
1	3
1	4
1	5
1	6
1	8
1	11
1	18
1	19
1	22
1	23
1	35
1	36
1	41
1	46
1	53
1	56
1	62
1	69
1	80
1	85
1	99
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	15
2	16
2	17
2	22
2	28
2	32
2	37
2	38
2	40
2	64
2	68
2	70
2	71
2	77
3	4
3	5
3	6
3	9
3	11
3	12
3	25
3	26
3	47
3	81
3	86
3	91
4	6
4	10
4	11
4	21
4	29
4	39
4	42
4	43
4	78
5	10
5	15
5	30
5	31
5	33
5	41
5	63
6	13
6	20
6	30
6	45
6	50
6	76
7	9
7	40
7	90
8	36
8	75
9	12
10	61
10	96
13	21
13	31
14	32
14	73
14	79
16	17
18	82
19	57
20	44
20	95
21	67
24	92
25	48
26	88
27	44
27	83
28	97
29	59
34	66
35	72
45	58
46	54
51	94
55	87
60	93
84	89
