# Undirected graph (each unordered pair of nodes is saved once): data/synthetic/powerlaw2.txt
# Nodes: 1000 Edges: 1461
# NodeId	NodeId
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	14
0	15
0	16
0	17
0	18
0	20
0	21
0	23
0	25
0	27
0	28
0	29
0	30
0	31
0	33
0	34
0	35
0	37
0	38
0	39
0	40
0	41
0	47
0	48
0	50
0	51
0	52
0	53
0	54
0	55
0	57
0	58
0	60
0	61
0	62
0	65
0	66
0	67
0	68
0	70
0	71
0	73
0	74
0	75
0	76
0	78
0	85
0	89
0	90
0	93
0	95
0	98
0	100
0	101
0	102
0	103
0	105
0	106
0	113
0	115
0	116
0	117
0	120
0	122
0	123
0	124
0	126
0	129
0	130
0	132
0	134
0	137
0	142
0	143
0	145
0	146
0	152
0	156
0	157
0	158
0	159
0	162
0	166
0	167
0	168
0	169
0	173
0	177
0	178
0	181
0	183
0	184
0	185
0	191
0	199
0	200
0	201
0	203
0	205
0	207
0	209
0	210
0	213
0	214
0	215
0	220
0	222
0	226
0	238
0	242
0	252
0	256
0	257
0	261
0	265
0	266
0	267
0	274
0	278
0	281
0	285
0	293
0	296
0	300
0	301
0	309
0	310
0	313
0	314
0	317
0	320
0	321
0	322
0	325
0	326
0	329
0	335
0	343
0	349
0	351
0	353
0	364
0	372
0	377
0	391
0	392
0	396
0	407
0	408
0	410
0	415
0	417
0	420
0	438
0	458
0	459
0	460
0	463
0	467
0	476
0	478
0	482
0	483
0	492
0	496
0	510
0	518
0	528
0	529
0	537
0	539
0	541
0	551
0	565
0	570
0	574
0	575
0	615
0	636
0	647
0	654
0	659
0	717
0	748
0	784
0	796
0	803
0	809
0	860
0	863
0	867
0	884
0	916
0	983
1	2
1	3
1	4
1	5
1	8
1	9
1	10
1	12
1	13
1	14
1	16
1	18
1	20
1	21
1	23
1	24
1	26
1	33
1	36
1	37
1	38
1	39
1	42
1	48
1	49
1	51
1	52
1	55
1	56
1	57
1	58
1	59
1	62
1	66
1	67
1	68
1	75
1	79
1	80
1	81
1	82
1	84
1	87
1	91
1	92
1	96
1	102
1	105
1	107
1	111
1	115
1	117
1	118
1	119
1	137
1	142
1	144
1	145
1	147
1	152
1	155
1	163
1	172
1	180
1	181
1	182
1	193
1	213
1	229
1	232
1	241
1	246
1	256
1	263
1	275
1	283
1	289
1	291
1	303
1	320
1	333
1	342
1	351
1	366
1	379
1	393
1	395
1	399
1	402
1	403
1	404
1	415
1	435
1	438
1	446
1	449
1	458
1	473
1	499
1	503
1	506
1	513
1	625
1	688
1	738
1	747
1	760
1	787
1	824
1	833
1	837
1	856
2	3
2	4
2	6
2	8
2	9
2	10
2	11
2	12
2	13
2	14
2	15
2	17
2	20
2	21
2	25
2	26
2	27
2	28
2	31
2	32
2	35
2	36
2	37
2	39
2	41
2	42
2	43
2	44
2	45
2	49
2	51
2	55
2	57
2	64
2	69
2	70
2	73
2	74
2	76
2	78
2	81
2	82
2	84
2	86
2	89
2	91
2	105
2	108
2	111
2	112
2	115
2	118
2	125
2	128
2	131
2	137
2	154
2	155
2	161
2	163
2	188
2	194
2	197
2	202
2	204
2	215
2	219
2	244
2	255
2	262
2	266
2	270
2	271
2	273
2	294
2	305
2	318
2	337
2	355
2	363
2	376
2	404
2	425
2	429
2	433
2	436
2	466
2	484
2	491
2	585
2	621
2	628
2	643
2	645
2	663
2	664
2	707
2	766
2	786
2	800
2	890
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	14
3	15
3	16
3	17
3	18
3	20
3	21
3	22
3	27
3	29
3	31
3	32
3	35
3	39
3	43
3	44
3	46
3	53
3	55
3	57
3	58
3	59
3	60
3	67
3	71
3	73
3	81
3	88
3	91
3	92
3	94
3	113
3	125
3	134
3	145
3	164
3	168
3	185
3	191
3	209
3	218
3	223
3	322
3	323
3	328
3	333
3	345
3	350
3	361
3	378
3	382
3	386
3	387
3	496
3	511
3	521
3	564
3	627
3	661
3	805
3	913
4	5
4	9
4	11
4	13
4	14
4	15
4	19
4	23
4	24
4	26
4	28
4	29
4	31
4	53
4	64
4	70
4	87
4	88
4	89
4	90
4	94
4	103
4	114
4	124
4	128
4	135
4	136
4	140
4	152
4	160
4	172
4	175
4	183
4	220
4	272
4	279
4	287
4	298
4	299
4	307
4	372
4	418
4	421
4	544
4	554
4	563
4	566
4	665
5	6
5	8
5	9
5	10
5	11
5	15
5	24
5	27
5	30
5	34
5	39
5	41
5	43
5	50
5	51
5	83
5	87
5	98
5	107
5	126
5	135
5	170
5	197
5	198
5	205
5	206
5	233
5	269
5	275
5	295
5	350
5	367
5	409
5	491
5	567
5	651
5	865
5	888
5	987
6	7
6	12
6	14
6	15
6	16
6	18
6	22
6	24
6	25
6	31
6	35
6	37
6	38
6	60
6	74
6	105
6	120
6	126
6	130
6	139
6	195
6	200
6	216
6	272
6	277
6	311
6	365
6	382
6	383
6	432
6	440
6	501
6	694
6	704
6	819
6	941
7	15
7	17
7	20
7	23
7	25
7	26
7	28
7	30
7	46
7	52
7	54
7	79
7	80
7	94
7	120
7	164
7	177
7	185
7	187
7	203
7	218
7	220
7	224
7	237
7	347
7	408
7	431
7	434
7	831
8	9
8	17
8	20
8	23
8	29
8	36
8	50
8	59
8	69
8	72
8	97
8	99
8	107
8	127
8	131
8	176
8	178
8	198
8	262
8	265
8	282
8	384
8	428
8	464
8	549
8	923
9	10
9	13
9	21
9	36
9	109
9	123
9	146
9	148
9	170
9	179
9	247
9	276
9	319
9	354
9	437
9	741
9	811
9	861
9	886
10	19
10	21
10	25
10	26
10	39
10	42
10	55
10	79
10	95
10	151
10	167
10	201
10	211
10	370
10	403
10	464
10	475
10	843
11	13
11	14
11	28
11	36
11	47
11	49
11	65
11	75
11	123
11	235
11	308
11	397
11	462
11	479
11	507
11	845
11	954
12	17
12	22
12	32
12	33
12	46
12	54
12	61
12	92
12	148
12	166
12	260
12	294
12	416
12	503
12	550
12	552
12	779
13	17
13	55
13	59
13	104
13	216
13	229
13	283
13	293
13	328
13	346
13	359
13	430
13	454
13	712
13	894
13	950
14	40
14	52
14	62
14	72
14	159
14	240
14	366
14	376
14	493
14	606
14	618
14	736
14	874
14	878
15	16
15	17
15	25
15	35
15	71
15	96
15	188
15	230
15	305
15	312
15	335
15	648
15	972
16	17
16	31
16	36
16	37
16	41
16	58
16	65
16	78
16	211
16	331
16	375
16	494
16	769
16	869
17	18
17	61
17	69
17	153
17	189
17	212
17	251
17	274
17	423
17	497
18	21
18	78
18	127
18	142
18	195
18	311
18	422
18	604
18	958
19	27
19	41
19	47
19	93
19	112
19	203
19	222
19	298
19	504
19	870
19	932
19	937
20	41
20	80
20	83
20	196
20	207
20	490
20	579
20	891
21	48
21	88
21	187
21	346
21	454
21	846
22	28
22	74
22	111
22	143
22	221
22	341
22	374
22	440
22	455
22	686
23	34
23	37
23	130
23	177
23	297
23	593
23	699
24	32
24	42
24	99
