3 37 0.387387 1 1 0.027027 25.3283 3.11935 0.682335 1, 4, 6.062
2 96 0.475658 1 2 0.0208333 4.42632 0.555815 0.186529 1, 0, 0
2 39 0.334683 1 1 0.025641 14.4042 1.82471 0.507866 1, 2, 2.701
2 17 0.522059 1 1 0.0588235 16.942 2.0097 0.425307 1, 3, 3.721
2 16 0.625 1 1 0.0625 17.1387 2.0531 0.480593 1, 2, 2.426
4 48 0.25266 1 1 0.0208333 10.6056 1.30941 0.265519 1, 0, 0
3 27 0.478632 1 2 0.0740741 12.5907 1.63468 0.428538 1, 1, 1
1 20 0.736842 1 1 0.05 20.385 2.60381 0.856469 1, 3, 5.451
4 13 0.333333 1 1 0.0769231 12.8564 1.64338 0.535494 1, 1, 1
4 18 0.51634 1 1 0.0555556 12.4066 1.57228 0.471141 1, 1, 1
1 19 0.239766 1 1 0.0526316 11.0865 1.39119 0.314067 1, 1, 1
2 56 0.517532 1 1 0.0178571 8.84303 1.09418 0.278866 1, 1, 1
2 8 0.928571 1 1 0.125 14.3823 1.83008 0.444286 1, 5, 7.978
3 104 0.479276 1 1 0.00961538 23.8063 2.93162 0.779858 1, 3, 5.084
7 103 0.335427 1 1 0.00970874 10.9036 1.34189 0.318342 1, 2, 2.468
2 69 0.317562 1 2 0.0289855 11.1236 1.42892 0.454439 1, 1, 1
1 50 0.165714 1 1 0.02 10.9164 1.3578 0.482789 1, 2, 2.368
4 59 0.418469 1 1 0.0169492 11.3251 1.41259 0.424781 1, 0, 0
1 61 0.292896 1 1 0.0163934 12.8599 1.59521 0.456488 1, 2, 2.544
2 88 0.549112 1 2 0.0227273 17.779 2.21688 0.575108 1, 3, 5.32
1 69 0.25746 1 2 0.0289855 17.3592 2.16261 0.622132 1, 3, 4.249
1 92 0.403966 1 1 0.0108696 10.1774 1.34763 0.428812 1, 0, 0
5 17 0.455882 1 1 0.0588235 7.74652 0.956071 0.253917 1, 2, 2.438
3 38 0.513514 1 1 0.0263158 9.39055 1.17962 0.389128 1, 1, 1
5 71 0.526358 1 2 0.028169 4.47973 0.573689 0.184502 1, 0, 0
5 9 0.722222 1 1 0.111111 19.2174 2.45342 0.696997 1, 4, 5.55
1 63 0.590886 1 1 0.015873 8.19806 1.01512 0.300979 1, 2, 2.749
2 11 0.163636 1 1 0.0909091 14.5525 1.84054 0.443745 1, 2, 2.898
2 115 0.405645 1 2 0.0173913 10.768 1.30341 0.341522 1, 0, 0
4 39 0.529015 1 2 0.0512821 23.8289 2.9199 0.727453 1, 2, 3.415
2 102 0.429043 1 2 0.0196078 7.25379 0.920201 0.226638 1, 0, 0
1 13 0.5 1 3 0.230769 16.4982 2.09477 0.555718 1, 2, 2.971
3 58 0.261343 1 2 0.0344828 16.4689 2.05764 0.532578 1, 3, 4.603
0 9 0.416667 1 1 0.111111 15.7579 1.98353 0.609779 1, 3, 4.351
2 59 0.356517 1 1 0.0169492 13.3034 1.63196 0.43061 1, 2, 2.491
0 17 0.117647 1 1 0.0588235 10.1079 1.23909 0.350032 1, 2, 2.594
2 2 0 1 1 0.5 0 0 0 1, 1, 1
1 15 0.904762 1 1 0.0666667 21.8271 2.74935 0.739288 1, 4, 5.796
1 16 0.625 1 1 0.0625 12.9821 1.65512 0.418181 1, 3, 3.662
2 12 0.409091 1 1 0.0833333 14.7712 1.96916 0.777635 1, 2, 2.924
1 85 0.359104 1 1 0.0117647 10.503 1.45114 0.536388 1, 1, 1
1 47 0.305273 1 1 0.0212766 16.3601 2.12653 0.625562 1, 4, 6.56
3 60 0.722599 1 1 0.0166667 12.6036 1.57318 0.407121 1, 1, 1
1 69 0.55243 1 1 0.0144928 9.36332 1.14212 0.266224 1, 1, 1
2 58 0.603146 1 1 0.0172414 23.441 2.9057 0.744822 1, 4, 6.096
2 94 0.282086 1 1 0.0106383 13.7631 1.73476 0.50303 1, 2, 2.686
4 85 0.289356 1 1 0.0117647 23.4359 2.93191 0.770372 1, 3, 4.559
1 21 0.3 0 2 0.0952381 8.98029 1.14985 0.436153 1, 3, 3.927
5 87 0.532745 1 2 0.0229885 6.75145 0.844835 0.225781 1, 0, 0
2 87 0.357926 1 1 0.0114943 13.0877 1.67271 0.395122 1, 2, 2.577
4 75 0.530811 1 1 0.0133333 7.33044 0.897926 0.207051 1, 2, 2.243
6 23 0.407115 1 1 0.0434783 7.41748 0.963094 0.274294 1, 1, 1
1 69 0.365303 1 1 0.0144928 12.4441 1.64586 0.722337 1, 1, 1
4 61 0.335519 1 1 0.0163934 20.8506 2.64227 0.704705 1, 4, 6.39
2 15 0.2 1 1 0.0666667 6.57938 0.836402 0.256851 1, 0, 0
1 45 0.237374 1 1 0.0222222 22.1806 2.78271 0.66424 1, 4, 6.107
1 51 0.459608 1 1 0.0196078 24.2837 3.02172 0.829941 1, 3, 4.844
1 92 0.403966 1 1 0.0108696 13.3956 1.63773 0.430067 1, 2, 2.452
2 73 0.580289 1 2 0.0273973 23.9214 3.03614 0.850158 1, 2, 3.233
1 34 0.374332 1 2 0.0588235 23.5133 2.87146 0.661308 1, 3, 5.05
1 36 0.292063 1 2 0.0555556 10.6392 1.30148 0.430916 1, 0, 0
5 44 0.265328 1 1 0.0227273 12.103 1.51802 0.385143 1, 2, 2.429
2 33 0.126894 1 1 0.030303 8.42461 1.08333 0.296371 1, 0, 0
1 78 0.597736 1 1 0.0128205 23.4662 3.00003 1.03618 1, 3, 4.486
1 31 0.210753 1 1 0.0322581 13.0421 1.65806 0.487831 1, 2, 2.89
5 78 0.529138 1 2 0.025641 8.85777 1.08673 0.275375 1, 0, 0
1 39 0.334683 1 1 0.025641 22.95 3.01249 0.994114 1, 2, 3.362
7 65 0.659615 1 1 0.0153846 8.33403 1.01715 0.251641 1, 0, 0
1 102 0.429043 1 1 0.00980392 5.75534 0.710854 0.18931 1, 1, 1
5 75 0.42955 1 2 0.0266667 24.4059 3.01351 0.752553 1, 2, 3.213
3 13 0.551282 1 1 0.0769231 17.159 2.21259 0.720872 1, 3, 3.666
2 65 0.557692 1 1 0.0153846 21.3608 2.62677 0.726074 1, 3, 5.159
2 71 0.266801 1 2 0.028169 10.7775 1.34201 0.357301 1, 1, 1
4 101 0.443762 1 1 0.00990099 22.0113 2.83853 0.761883 1, 3, 5.376
2 10 0.444444 1 1 0.1 10.4917 1.28528 0.346781 1, 1, 1
3 2 0 1 1 0.5 15.5609 1.90778 0.430247 1, 1, 1
8 103 0.335427 1 1 0.00970874 10.4054 1.26722 0.328526 1, 0, 0
4 59 0.418469 1 1 0.0169492 7.29781 0.901613 0.264218 1, 0, 0
5 75 0.530811 1 1 0.0133333 11.9248 1.49829 0.488315 1, 0, 0
4 103 0.335427 0 1 0.00970874 22.9837 2.89754 0.727857 1, 4, 5.666
2 18 0.20915 1 1 0.0555556 21.9849 2.74535 0.744072 1, 2, 3.129
2 16 0.55 1 3 0.1875 19.7692 2.59691 0.784927 1, 2, 3.165
2 60 0.4 1 1 0.0166667 22.8914 2.87278 0.691201 1, 3, 4.659
2 71 0.429779 1 3 0.0422535 23.4421 2.8765 0.83497 1, 3, 4.596
4 15 0.647619 1 2 0.133333 18.1794 2.32462 0.830379 1, 2, 3.183
2 60 0.4 1 1 0.0166667 11.0235 1.39001 0.399274 1, 1, 1
3 91 0.534066 1 1 0.010989 24.0046 2.89787 0.710977 1, 3, 4.579
3 30 0.197701 0 2 0.0666667 6.29534 0.790378 0.28751 1, 0, 0
5 103 0.335427 1 2 0.0194175 10.5486 1.33019 0.379544 1, 0, 0
1 71 0.266801 1 2 0.028169 9.39708 1.14756 0.275779 1, 0, 0
3 13 0.461538 1 1 0.0769231 22.7294 2.78601 0.671895 1, 4, 6.121
1 23 0.422925 1 1 0.0434783 12.1805 1.51166 0.40984 1, 1, 1
6 13 0.602564 1 1 0.0769231 5.26108 0.674677 0.188462 1, 0, 0
4 30 0.544828 1 1 0.0333333 6.04263 0.760777 0.198437 1, 0, 0
3 73 0.299848 1 2 0.0273973 16.476 2.01859 0.533248 1, 2, 2.796
2 11 0.218182 1 1 0.0909091 4.55962 0.587004 0.146987 1, 0, 0
7 82 0.387835 1 2 0.0243902 6.35853 0.792724 0.278504 1, 0, 0
2 4 0.833333 1 1 0.25 22.2555 2.77589 0.681624 1, 2, 3.188
4 74 0.516846 1 1 0.0135135 5.52264 0.699724 0.183398 1, 1, 1
2 35 0.563025 1 1 0.0285714 20.633 2.60417 0.71077 1, 2, 3.315
1 99 0.502783 1 2 0.020202 23.2239 2.8151 0.715488 1, 4, 6.806
1 32 0.167339 1 1 0.03125 14.1445 1.75784 0.485046 1, 1, 1
1 80 0.542722 1 1 0.0125 17.5293 2.18947 0.527044 1, 2, 3.072
5 89 0.487743 1 1 0.011236 13.1438 1.59266 0.400739 1, 2, 2.48
6 16 0.9 1 1 0.0625 17.7949 2.22248 0.647137 1, 5, 7.722
5 57 0.146617 1 1 0.0175439 12.01 1.55217 0.453078 1, 2, 2.643
2 18 0.75817 1 2 0.111111 15.1572 1.87575 0.599749 1, 1, 1
5 5 0.1 0 1 0.2 10.7205 1.3143 0.314107 1, 2, 2.797
5 21 0.190476 0 3 0.142857 11.0919 1.45329 0.485024 1, 0, 0
4 23 0.272727 1 1 0.0434783 15.8405 2.02283 0.526213 1, 3, 3.62
1 56 0.45 1 2 0.0357143 22.8425 2.81461 0.6994 1, 2, 3.163
6 10 0.466667 1 2 0.2 5.17966 0.636869 0.165928 1, 3, 3.576
3 105 0.419963 1 1 0.00952381 5.46322 0.700885 0.164389 1, 1, 1
6 17 0.455882 1 1 0.0588235 22.177 2.78825 0.754907 1, 4, 6.238
2 53 0.449927 1 1 0.0188679 21.7932 2.70824 0.619164 1, 5, 7.637
3 70 0.546998 1 1 0.0142857 21.4996 2.65455 0.68084 1, 3, 4.642
5 97 0.48604 1 1 0.0103093 3.92189 0.481701 0.123554 1, 1, 1
3 39 0.396761 1 1 0.025641 13.9937 1.7308 0.502273 1, 2, 2.596
8 13 0.307692 1 2 0.153846 7.17303 0.899477 0.24917 1, 0, 0
1 18 0.24183 1 2 0.111111 7.23379 0.902428 0.282534 1, 0, 0
0 101 0.443762 1 4 0.039604 22.614 2.77131 0.78316 1, 3, 4.888
3 13 0.397436 1 1 0.0769231 23.1513 2.86028 0.84152 1, 4, 6.081
1 52 0.745852 1 1 0.0192308 4.15385 0.508606 0.118336 1, 2, 2.383
3 64 0.59127 1 1 0.015625 11.4723 1.41209 0.349371 1, 1, 1
2 115 0.405645 1 1 0.00869565 12.6024 1.62326 0.714596 1, 2, 2.709
2 71 0.457948 1 1 0.0140845 8.25926 1.04378 0.281967 1, 2, 2.207
2 59 0.464641 1 1 0.0169492 8.0704 0.965328 0.218629 1, 2, 2.398
2 45 0.237374 1 1 0.0222222 23.9745 2.92819 0.74227 1, 2, 3.106
5 13 0.307692 1 1 0.0769231 20.817 2.57036 0.708709 1, 3, 4.982
2 92 0.497372 1 2 0.0217391 20.7081 2.56824 0.875717 1, 3, 4.536
5 88 0.474399 1 1 0.0113636 0 0 0 1, 1, 1
3 68 0.39245 1 4 0.0588235 21.6505 2.74319 0.816364 1, 3, 4.893
1 18 0.771242 1 1 0.0555556 20.804 2.75929 0.88071 1, 4, 5.561
5 54 0.272537 1 3 0.0555556 4.19177 0.518005 0.118662 1, 0, 0
2 22 0.385281 1 1 0.0454545 24.5996 3.10859 0.980608 1, 4, 5.858
5 112 0.415862 1 2 0.0178571 3.83232 0.475055 0.121904 1, 1, 1
5 66 0.461072 1 1 0.0151515 5.29415 0.646408 0.165058 1, 1, 1
1 29 0.197044 1 1 0.0344828 12.6017 1.59643 0.455277 1, 2, 2.617
2 17 0.794118 1 1 0.0588235 17.8116 2.2036 0.566445 1, 3, 4.588
4 14 0.142857 0 2 0.142857 8.58149 1.09607 0.32881 1, 0, 0
6 71 0.526358 1 2 0.028169 13.986 1.73692 0.400665 1, 1, 1
0 43 0.48948 1 1 0.0232558 22.6162 2.85347 0.791123 1, 2, 3.141
5 70 0.589648 1 2 0.0285714 11.2281 1.47909 0.507763 1, 2, 2.616
1 23 0.648221 1 1 0.0434783 24.3876 3.11082 0.962774 1, 4, 5.773
3 10 0.733333 1 1 0.1 23.6312 3.01972 0.9205 1, 2, 3.184
7 54 0.272537 1 1 0.0185185 7.01949 0.847361 0.193737 1, 0, 0
2 7 0.952381 1 2 0.285714 21.0764 2.7448 0.740272 1, 5, 8.751
4 105 0.419963 1 1 0.00952381 22.9558 2.74982 0.61077 1, 3, 4.608
2 7 0.714286 1 1 0.142857 23.7549 2.99287 1.00165 1, 2, 3.349
5 20 0.152632 1 1 0.05 12.5235 1.63717 0.530489 1, 1, 1
1 13 0.5 1 2 0.153846 4.03232 0.494034 0.110602 1, 0, 0
5 35 0.342857 1 1 0.0285714 7.18485 0.939404 0.280086 1, 2, 2.508
5 24 0.391304 1 1 0.0416667 9.18168 1.12404 0.277439 1, 3, 3.545
2 25 0.0866667 1 1 0.04 6.69714 0.841734 0.241281 1, 2, 2.83
1 8 0.928571 1 2 0.25 1.77374 0.226921 0.06216 1, 0, 0
3 43 0.334441 1 1 0.0232558 23.054 2.85498 0.653278 1, 4, 6.288
2 67 0.454545 1 1 0.0149254 14.5389 1.83429 0.467289 1, 1, 1
1 62 0.257536 1 1 0.016129 10.77 1.29623 0.32704 1, 2, 2.271
4 82 0.387835 1 2 0.0243902 7.67477 0.943616 0.248539 1, 0, 0
6 84 0.573437 1 2 0.0238095 4.37915 0.566539 0.15514 1, 0, 0
2 17 0.0808824 1 1 0.0588235 12.5558 1.61639 0.511218 1, 3, 3.601
4 101 0.443762 1 1 0.00990099 10.092 1.21799 0.286235 1, 2, 2.486
4 33 0.420455 1 1 0.030303 6.69591 0.871184 0.299641 1, 0, 0
2 64 0.396825 1 1 0.015625 7.56121 0.949119 0.260299 1, 0, 0
3 73 0.299848 1 1 0.0136986 16.2136 1.96794 0.528568 1, 3, 4.058
4 29 0.248768 1 1 0.0344828 9.28048 1.19311 0.33916 1, 0, 0
4 2 0 1 1 0.5 18.5784 2.35928 0.605519 1, 2, 3.049
7 75 0.42955 1 1 0.0133333 6.74864 0.802251 0.187743 1, 0, 0
0 103 0.335427 1 1 0.00970874 10.1253 1.23371 0.300104 1, 2, 2.502
4 89 0.487743 1 2 0.0224719 11.7455 1.45655 0.344339 1, 1, 1
2 15 0.2 1 2 0.133333 8.07402 0.970392 0.235715 1, 0, 0
1 59 0.507306 1 4 0.0677966 23.6082 2.92125 0.803482 1, 3, 4.595
2 13 0.551282 1 1 0.0769231 2.35756 0.301064 0.084832 1, 0, 0
1 19 0.239766 1 1 0.0526316 24.0045 2.91689 0.921857 1, 4, 5.898
4 16 0.858333 1 2 0.125 18.7438 2.38536 0.788321 1, 3, 4.7
6 101 0.202772 1 1 0.00990099 8.43538 1.02469 0.304004 1, 1, 1
1 23 0.648221 1 1 0.0434783 16.2422 2.02383 0.507033 1, 2, 2.612
2 23 0.209486 1 1 0.0434783 0 0 0 1, 1, 1
3 65 0.580288 1 1 0.0153846 24.0007 2.99979 0.903575 1, 3, 4.81
2 23 0.351779 1 1 0.0434783 13.6202 1.65808 0.417177 1, 2, 2.605
6 82 0.489913 1 1 0.0121951 3.66882 0.447005 0.102876 1, 1, 1
2 8 0.714286 1 1 0.125 2.90698 0.352784 0.083556 1, 2, 3.111
1 94 0.282086 1 1 0.0106383 14.7762 1.825 0.713416 1, 1, 1
7 24 0.130435 1 1 0.0416667 15.4065 1.95942 0.604895 1, 3, 3.861
1 13 0.589744 1 2 0.153846 3.14334 0.413107 0.111421 1, 0, 0
1 85 0.455462 1 1 0.0117647 7.13131 0.89061 0.267179 1, 2, 2.349
1 84 0.418531 1 1 0.0119048 22.2357 2.77382 0.793507 1, 3, 4.461
2 49 0.432823 1 2 0.0408163 24.2763 3.05593 1.03061 1, 2, 3.224
4 33 0.191288 1 1 0.030303 13.68 1.72806 0.407994 1, 2, 2.847
2 45 0.188889 1 1 0.0222222 9.3352 1.18129 0.323699 1, 2, 2.629
1 33 0.420455 1 1 0.030303 14.8274 1.84227 0.483691 1, 3, 3.723
4 136 0.390305 1 3 0.0220588 23.6491 2.92954 0.854925 1, 4, 6.186
2 55 0.53468 1 1 0.0181818 23.9171 2.96644 0.708275 1, 4, 6.172
3 53 0.585631 1 2 0.0377358 23.4956 2.97493 0.868961 1, 2, 3.152
2 44 0.437632 1 2 0.0454545 6.4878 0.796792 0.193005 1, 0, 0
2 60 0.451412 1 1 0.0166667 4.01983 0.501591 0.142584 1, 2, 2.389
4 71 0.226559 1 1 0.0140845 8.78474 1.09181 0.299662 1, 1, 1
4 81 0.479938 1 2 0.0246914 10.0984 1.25798 0.406076 1, 0, 0
4 50 0.274286 1 1 0.02 19.5288 2.42458 0.683576 1, 4, 6.906
3 17 0.691176 1 1 0.0588235 19.0022 2.3566 0.630703 1, 2, 3.462
2 103 0.466971 1 6 0.0582524 22.7308 2.87538 0.748231 1, 2, 2.992
5 49 0.528061 1 1 0.0204082 20.1918 2.50821 0.665034 1, 2, 3.192
2 92 0.403966 1 1 0.0108696 14.9621 1.87932 0.495447 1, 1, 1
2 5 0.2 1 1 0.2 15.164 1.91014 0.588879 1, 1, 1
2 69 0.25746 1 1 0.0144928 24.1613 2.94283 0.667456 1, 3, 4.598
3 54 0.272537 1 1 0.0185185 17.5495 2.17388 0.527468 1, 4, 4.948
4 26 0.135385 1 1 0.0384615 6.68521 0.821358 0.234787 1, 2, 2.791
4 8 0.821429 0 1 0.125 15.0202 1.96602 0.566296 1, 2, 2.83
3 70 0.524638 1 2 0.0285714 24.5664 2.98574 0.772452 1, 4, 6.384
1 15 0.104762 1 1 0.0666667 12.475 1.50808 0.345092 1, 2, 2.507
4 73 0.554414 1 1 0.0136986 5.8534 0.712235 0.184684 1, 1, 1
8 75 0.42955 1 1 0.0133333 4.52464 0.572226 0.171134 1, 0, 0
4 15 0.533333 1 1 0.0666667 16.1862 1.97314 0.451631 1, 1, 1
2 60 0.49435 1 1 0.0166667 12.3812 1.58653 0.490065 1, 4, 7.159
4 24 0.391304 1 1 0.0416667 3.4896 0.421555 0.096892 1, 2, 2.188
4 16 0.9 1 1 0.0625 1.29837 0.16443 0.04153 1, 1, 1
1 15 0.161905 1 1 0.0666667 11.8696 1.45583 0.474061 1, 3, 4.473
1 33 0.32197 1 1 0.030303 12.0958 1.51237 0.429194 1, 2, 2.621
0 16 0.55 1 1 0.0625 13.8049 1.70187 0.498068 1, 2, 2.612
2 7 1 1 1 0.142857 13.4162 1.70249 0.461165 1, 3, 4.116
0 40 0.367949 1 2 0.05 20.7661 2.60856 0.757404 1, 1, 1
1 64 0.404762 1 1 0.015625 10.9223 1.36641 0.331815 1, 1, 1
3 17 0.117647 1 2 0.117647 7.44552 0.963821 0.246368 1, 0, 0
